,ID,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Year
4078,38111,FPQ-15674,SCMS-277510,ASN-32498,Uganda,PMO - US,Direct Drop,EXW,Air,1/12/2015,2015-02-23,20-Jun-15,20-Jun-15,23-Jun-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,30,12370,241215.0,19.5,0.65,Mylan (formerly Matrix) Nashik,Yes,1652,7172.9,283.91,2015
4079,38120,FPQ-10092,SCMS-149420,ASN-15288,Rwanda,PMO - US,Direct Drop,EXW,Air,6/4/2012,2012-06-12,29-Jun-12,29-Jun-12,29-Jun-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,22500,52875.0,2.35,0.04,"Aurobindo Unit III, India",Yes,2145,17858.68,74.13,2012
4080,38157,FPQ-8527,SCMS-130160,ASN-13822,Mozambique,PMO - US,Direct Drop,EXW,Air,10/5/2011,2011-12-29,2-May-12,2-May-12,2-May-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,1133,90640.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,539,10925.46,149.56,2011
4081,38183,FPQ-12622,SCMS-201211,ASN-23979,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/16/2013,2013-08-15,31-Jan-14,31-Jan-14,3-Feb-14,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,25,2400,49200.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,831,9254.06,60.86,2013
4082,38192,FPQ-10765,SCMS-162440,ASN-17526,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/2012,2012-10-16,9-Jan-13,8-Jan-13,8-Jan-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1186,24927.19,342.39,2012
4083,38237,FPQ-7521,SCMS-108010,ASN-15475,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,2011-05-05,23-Jul-12,23-Jul-12,23-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,4309,344720.0,80.0,0.8,Inverness Japan,Yes,2124,40520.83,568.79,2011
4085,38247,FPQ-12057,SCMS-189030,ASN-20003,Guyana,PMO - US,Direct Drop,EXW,Air,4/15/2013,2013-05-23,1-Jul-13,1-Jul-13,1-Jul-13,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100,118,542.8,4.6,0.05,"Aurobindo Unit III, India",Yes,16,693.16,0.67,2013
4086,38253,FPQ-6818,SCMS-97852,ASN-11311,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2011-02-15,27-Jul-11,27-Jul-11,27-Jul-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,8388,54522.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,544,9141.18,89.96,2011
4087,38266,FPQ-12073,SCMS-186710,ASN-20472,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/12/2013,2013-05-08,20-Sep-13,20-Sep-13,20-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2917,233360.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1361,24410.67,288.67,2013
4088,38273,FPQ-7175,SCMS-104100,ASN-13302,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,12-Jan-12,27-Jan-12,27-Jan-12,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,96770,263214.4,2.72,0.05,"Cipla, Goa, India",Yes,10536,4957.81,434.3,2011
4090,38294,FPQ-12590,SCMS-210480,ASN-23855,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/2013,2013-10-24,9-May-14,9-May-14,12-May-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,4176,19209.6,4.6,0.15,"Cipla, Kurkumbh, India",Yes,426,2251.94,23.76,2013
4091,38299,FPQ-10811,SCMS-164580,ASN-18662,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,2012-11-07,3-Apr-13,3-Apr-13,3-Apr-13,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,418,2403.5,5.75,0.1,Hetero Unit III Hyderabad IN,Yes,1089,2006.63,2.97,2012
4092,38308,FPQ-16241,SCMS-289480,ASN-32512,Haiti,PMO - US,Direct Drop,EXW,Air,5/5/2015,2015-05-29,2-Jul-15,2-Jul-15,6-Jul-15,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,30,2303,2878.75,1.25,0.04,"Aurobindo Unit III, India",Yes,143,2251.42,3.39,2015
4093,38312,FPQ-4373,SCMS-58230,ASN-6154,Uganda,PMO - US,Direct Drop,FCA,Air,11/25/2009,2009-12-02,10-Mar-10,10-Mar-10,10-Mar-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,336,21,805.56,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,58,776.62,1.58,2009
4094,38318,FPQ-10788,SCMS-162720,ASN-18773,Uganda,PMO - US,Direct Drop,CIP,Air,10/10/2012,2012-10-25,11-Apr-13,11-Apr-13,11-Apr-13,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,60,786,43623.0,55.5,0.92,"MSD, Haarlem, NL",Yes,79,2158.88,53.96,2012
4095,38368,FPQ-5303,SCMS-68950,ASN-7080,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,2010-03-19,9-Jun-10,7-Jul-10,7-Jul-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,38400,112128.0,2.92,0.05,"Aurobindo Unit III, India",Yes,4528,6369.79,241.75,2010
4096,38396,FPQ-12837,SCMS-204300,ASN-21700,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,2013-08-23,18-Oct-13,18-Oct-13,18-Oct-13,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,38976,87696.0,2.25,0.04,"Aurobindo Unit III, India",Yes,4117,35943.58,108.48,2013
4097,38409,FPQ-6936,SCMS-100640,ASN-10166,Tanzania,PMO - US,Direct Drop,EXW,Air,12/27/2010,2011-02-25,26-Apr-11,26-Apr-11,26-Apr-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,625,20000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,200,2918.12,33.0,2011
4098,38417,FPQ-14305,SCMS-240830,ASN-27471,Nigeria,PMO - US,Direct Drop,EXW,Air,5/16/2014,2014-06-02,19-Aug-14,27-Aug-14,4-Sep-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,5884,523676.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,3435,34730.62,538.34,2014
4100,38431,FPQ-13790,SCMS-231360,ASN-25470,Dominican Republic,PMO - US,Direct Drop,EXW,Air,2/26/2014,2014-03-20,24-Apr-14,24-Apr-14,24-Apr-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2400,230400.0,96.0,0.96,"Alere Medical Co., Ltd.",Yes,978,10159.15,236.85,2014
4101,38480,FPQ-11418,SCMS-176230,ASN-19651,Vietnam,PMO - US,Direct Drop,EXW,Air,1/29/2013,2013-02-05,21-Jun-13,21-Jun-13,21-Jun-13,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,7882,25458.86,3.23,0.11,"Micro labs, Verna, Goa, India",Yes,472,6969.97,31.49,2013
4102,38504,FPQ-8261,SCMS-120473,ASN-13349,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/2011,2011-09-07,7-Feb-12,7-Feb-12,7-Feb-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,4,593.8,0.53,2011
4109,38590,FPQ-4954,SCMS-64480,ASN-7476,Rwanda,PMO - US,Direct Drop,CIP,Air,1/29/2010,2010-02-09,13-Jul-10,13-Jul-10,13-Jul-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,599,7966.7,13.3,0.44,"Aurobindo Unit III, India",Yes,41,717.0,17.18,2010
4110,38596,FPQ-4691,SCMS-60711,ASN-6612,Zambia,PMO - US,Direct Drop,EXW,Air,12/16/2009,2009-12-22,3-May-10,3-May-10,3-May-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2807,202104.0,72.0,0.72,Inverness Japan,Yes,1360,20067.34,435.74,2009
4112,38611,FPQ-14689,SCMS-253440,ASN-29095,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/2014,2014-08-29,19-Nov-14,19-Nov-14,19-Nov-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,33696,279339.84,8.29,0.14,"Hetero, Jadcherla, unit 5, IN",Yes,4262,27262.44,287.16,2014
4114,38619,FPQ-14895,SCMS-261120,ASN-30809,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/2014,2014-11-14,27-Mar-15,27-Mar-15,30-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,24992,202435.2,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,3458,19839.26,208.1,2014
4115,38632,FPQ-14083,SCMS-240130,ASN-28761,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/11/2014,2014-06-02,9-Jan-15,9-Jan-15,12-Jan-15,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,960,1651.2,1.72,0.03,"Micro labs, Verna, Goa, India",Yes,8385,12336.45,1.7,2014
4116,38662,FPQ-9568,SCMS-144180,ASN-15302,Malawi,PMO - US,Direct Drop,EXW,Air,4/11/2012,2012-04-23,4-Jul-12,4-Jul-12,4-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,246,19680.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,114,3278.11,27.59,2012
4117,38759,FPQ-7400,SCMS-104200,ASN-11475,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/11/2011,2011-03-30,24-Sep-11,24-Sep-11,24-Sep-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,240,20000,185600.0,9.28,0.04,GSK Mississauga (Canada),Yes,7683,7073.56,306.24,2011
4118,38762,FPQ-7339,SCMS-104040,ASN-10453,Nigeria,PMO - US,Direct Drop,EXW,Air,3/9/2011,2011-03-25,18-Apr-11,18-Apr-11,18-Apr-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,240,4000,7800.0,1.95,0.01,"Aurobindo Unit III, India",Yes,1573,9316.91,12.87,2011
4119,38793,FPQ-7521,SCMS-108000,ASN-12242,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,2011-05-05,19-Oct-11,19-Oct-11,19-Oct-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2856,228480.0,80.0,0.8,Inverness Japan,Yes,1102,26846.59,376.99,2011
4120,38796,FPQ-10880,SCMS-164000,ASN-18369,Mozambique,PMO - US,Direct Drop,EXW,Air,10/18/2012,2012-11-06,20-Mar-13,20-Mar-13,20-Mar-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2938,235040.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1329,13394.09,290.74,2012
4121,38827,FPQ-5497,SCMS-71640,ASN-6866,Guyana,PMO - US,Direct Drop,EXW,Air,4/15/2010,2010-04-26,28-May-10,28-May-10,28-May-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,20,5,135.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,1,283.21,0.29,2010
4122,38831,FPQ-7438,SCMS-106610,ASN-10879,Haiti,PMO - US,Direct Drop,EXW,Air,3/29/2011,2011-04-20,6-Jun-11,6-Jun-11,6-Jun-11,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,1,260,5980.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,197,2708.04,9.87,2011
4124,38913,FPQ-10765,SCMS-162440,ASN-17523,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/2012,2012-10-16,9-Jan-13,9-Jan-13,9-Jan-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,792,70488.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,350,8363.61,98.82,2012
4128,38955,FPQ-16302,SCMS-287610,ASN-32234,Nigeria,PMO - US,Direct Drop,EXW,Air,5/4/2015,2015-05-12,12-Jun-15,12-Jun-15,12-Jun-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,12485,399520.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3655,25636.67,470.24,2015
4130,39014,FPQ-7088,SCMS-100510,ASN-10729,Nigeria,PMO - US,Direct Drop,EXW,Air,2/4/2011,2011-03-02,25-May-11,25-May-11,25-May-11,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,20,1052,30508.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,334,2335.9,50.34,2011
4132,39025,FPQ-4698,SCMS-64941,ASN-9384,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,12/28/2009,2010-02-12,28-Jan-11,28-Jan-11,28-Jan-11,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,180,1015,50750.0,50.0,0.28,"MSD, Haarlem, NL",Yes,257,1167.97,109.42,2010
4133,39029,FPQ-6262,SCMS-83770,ASN-10574,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-24,26-Apr-11,8-Jun-11,8-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,20060,90871.8,4.53,0.15,"Aurobindo Unit III, India",Yes,1726,35753.93,195.92,2010
4134,39045,FPQ-6262,SCMS-83790,ASN-9176,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-24,1-Feb-11,1-Feb-11,1-Feb-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,90,19271,192324.58,9.98,0.11,"Aurobindo Unit III, India",Yes,2555,2347.77,414.65,2010
4135,39053,FPQ-9038,SCMS-137190,ASN-14092,South Sudan,PMO - US,Direct Drop,EXW,Air,1/17/2012,2012-02-15,18-Apr-12,18-Apr-12,18-Apr-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,100,339,2712.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,175,4803.06,3.8,2012
4137,39075,FPQ-9209,SCMS-134720,ASN-14235,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/18/2012,2012-01-23,27-Mar-12,27-Mar-12,27-Mar-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,20,135,3915.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,47,379.65,5.49,2012
4138,39088,FPQ-12803,SCMS-206330,ASN-23373,Nigeria,PMO - US,Direct Drop,FCA,Air,8/13/2013,2013-09-17,30-Dec-13,30-Dec-13,30-Dec-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,60,5513,32747.22,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,640,6185.25,40.51,2013
4140,39133,FPQ-11919,SCMS-205480,ASN-22109,Tanzania,PMO - US,Direct Drop,EXW,Air,3/25/2013,2013-09-11,2-Dec-13,2-Dec-13,2-Dec-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3,240.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2,925.04,0.3,2013
4142,39182,FPQ-7175,SCMS-103440,ASN-11439,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-24,4-Oct-11,4-Oct-11,4-Oct-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,191011,861459.61,4.51,0.15,"Aurobindo Unit III, India",Yes,16234,14439.17,1421.41,2011
4143,39184,FPQ-7325,SCMS-106600,ASN-11740,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,3/9/2011,2011-05-05,8-Sep-11,8-Sep-11,8-Sep-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2821,225680.0,80.0,0.8,Inverness Japan,Yes,1346,34282.33,372.37,2011
4144,39208,FPQ-3859,SCMS-49100,ASN-6888,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/2009,2009-07-15,29-May-10,29-May-10,29-May-10,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,31,185.69,5.99,0.2,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,4,889.55,0.36,2009
4145,39223,FPQ-10018,SCMS-149610,ASN-15669,Kenya,PMO - US,Direct Drop,EXW,Air,6/5/2012,2012-06-14,9-Jul-12,28-Jul-12,28-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,4440,395160.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1445,10719.64,554.01,2012
4147,39242,FPQ-4591,SCMS-58382,ASN-7489,Kenya,PMO - US,Direct Drop,EXW,Air,11/18/2009,2010-05-27,29-Jul-10,29-Jul-10,29-Jul-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3,240.0,80.0,0.8,Inverness Japan,Yes,1411,13150.21,0.52,2010
4148,39263,FPQ-6384,SCMS-87780,ASN-9408,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/2010,2010-10-18,16-Feb-11,16-Feb-11,16-Feb-11,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,9023,21925.89,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,5359,18473.57,47.27,2010
4149,39291,FPQ-14407,SCMS-244440,ASN-27804,Uganda,PMO - US,Direct Drop,FCA,Air,6/11/2014,2014-06-23,23-Sep-14,23-Sep-14,23-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,75,2311.5,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,120,1487.76,2.38,2014
4150,39343,FPQ-7175,SCMS-104090,ASN-12990,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,31-Jan-12,31-Jan-12,31-Jan-12,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,82075,223244.0,2.72,0.05,"Cipla, Goa, India",Yes,8969,7175.27,368.35,2011
4151,39353,FPQ-6262,SCMS-84220,ASN-9172,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-28,9-Feb-11,9-Feb-11,9-Feb-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,116000,815480.0,7.03,0.23,"Cipla, Goa, India",Yes,7965,13688.03,1758.17,2010
4152,39391,FPQ-15692,SCMS-274390,ASN-32267,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2015-02-17,10-Jul-15,7-Jul-15,7-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,17760,177600.0,10.0,0.33,Hetero Unit III Hyderabad IN,Yes,2523,4784.19,209.04,2015
4153,39393,FPQ-8155,SCMS-119190,ASN-12468,Kenya,PMO - US,Direct Drop,EXW,Air,8/5/2011,2011-08-28,4-Nov-11,4-Nov-11,4-Nov-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,6105,543345.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1051,11208.38,896.52,2011
4154,39427,FPQ-4698,SCMS-64940,ASN-8199,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,12/28/2009,2010-02-12,21-Sep-10,21-Sep-10,21-Sep-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,180,1000,50000.0,50.0,0.28,"MSD, Haarlem, NL",Yes,254,881.33,107.8,2010
4155,39441,FPQ-9074,SCMS-134320,ASN-15274,Zambia,PMO - US,Direct Drop,EXW,Air,12/22/2011,2012-01-27,26-Jun-12,26-Jun-12,26-Jun-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60,70000,301000.0,4.3,0.07,"Cipla, Goa, India",Yes,5999,25383.34,422.0,2012
4159,39495,FPQ-6975,SCMS-98300,ASN-10837,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,1/4/2011,2011-01-28,10-Jun-11,10-Jun-11,10-Jun-11,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,120,1464,154437.73,105.49,0.88,Roche Madrid,Yes,255,4204.67,254.82,2011
4161,39547,FPQ-5209,SCMS-75380,ASN-7632,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2/25/2010,2010-06-07,3-Aug-10,3-Aug-10,3-Aug-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,100,3000,233100.0,77.7,0.78,Inverness Japan,Yes,679,11163.49,502.56,2010
4162,39556,FPQ-8072,SCMS-117200,ASN-12163,Namibia,PMO - US,Direct Drop,EXW,Air,7/22/2011,2011-08-03,5-Oct-11,5-Oct-11,5-Oct-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,750,24000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,248,6654.24,39.6,2011
4164,39589,FPQ-13797,SCMS-233970,ASN-27795,Haiti,PMO - US,Direct Drop,EXW,Air,3/20/2014,2014-04-30,14-Oct-14,14-Oct-14,20-Oct-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,8806,40419.54,4.59,0.15,"Cipla, Kurkumbh, India",Yes,979,6161.47,41.55,2014
